"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"797281126326759424","","","2016-11-12 03:33:27 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","Trump promised he’d remove himself from his businesses and let the kids run it. 

Then, he hired all his kids to run the transition team.","","","",""
"797189066240364546","797185128279572484","86870268","2016-11-11 21:27:39 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@TheMattWilstein @thedailybeast @RealTimers @billmaher @LastWeekTonight @iamjohnoliver time to cancel HBONow again...","","","",""
"797180506261422080","797178609324662784","1566661","2016-11-11 20:53:38 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","@ismh insurance for the already sick, with no requirement for healthy people to join.

That should end well.","","","",""
"797159780737421312","","","2016-11-11 19:31:16 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Good question, Twitter.  We're all wondering the same thing. https://t.co/3yLP7rNHr1","","","","https://twitter.com/jimmylittle/status/797159780737421312/photo/1"
"797156188311797760","797155729916338176","785133","2016-11-11 19:17:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@lexfri @caseyliss A Trump Administration won't need Leap Days. The other days are tremendous enough without the outsiders.","","","",""
"797154585676611585","","","2016-11-11 19:10:38 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @edb87: Presented without comment. https://t.co/UaPNVHBw8o","796812181660692480","31740492","2016-11-10 20:30:02 +0000","https://twitter.com/edb87/status/796812181660692480/photo/1,https://twitter.com/edb87/status/796812181660692480/photo/1"
"797154435910668288","","","2016-11-11 19:10:02 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @JustinBrannan: There are 2 bald eagles trapped in a Florida sewer drain. This is more allegory than I can handle right now. https://t.c…","796854471708016640","62637176","2016-11-10 23:18:05 +0000","https://twitter.com/JustinBrannan/status/796854471708016640/photo/1"
"797153839056961536","","","2016-11-11 19:07:40 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","California will never secede from the union because we'll never want to use a Passport to get to Vegas.","","","",""
"797153308922130432","","","2016-11-11 19:05:33 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Our government is now moving from ""corrupt"" to ""corrupt, anti-gay, super-white, and ultra-opressive-Christian male""

https://t.co/HgYsxXxJYU","","","","http://www.nytimes.com/2016/11/12/us/politics/trump-cabinet.html"
"797147200908165120","","","2016-11-11 18:41:17 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","Trump won’t even denounce the KKK, so if you think he’s going to say anything about brown people being harassed, you are sadly mistaken.","","","",""
"797146857612853248","","","2016-11-11 18:39:55 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","RT @deanfortythree: Biden: Ok here's the plan: have you seen Home Alone
Obama: Joe, no
Biden: Just one booby trap
Obama: Joe https://t.co/I…","797124765299318784","126158614","2016-11-11 17:12:08 +0000","https://twitter.com/deanfortythree/status/797124765299318784/photo/1"
"797146805381173248","","","2016-11-11 18:39:43 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","RT @MarlowNYC: President-Elect Donald Trump, last 24 hours: https://t.co/hlxlWvRNuP","796921824479211522","24544452","2016-11-11 03:45:43 +0000","https://twitter.com/MarlowNYC/status/796921824479211522/photo/1,https://twitter.com/MarlowNYC/status/796921824479211522/photo/1"
"797144750667116544","","","2016-11-11 18:31:33 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","Shocking. https://t.co/Kjugm0GsWZ","","","","https://twitter.com/scottwongDC/status/797102478785449984"
"797136879837556736","","","2016-11-11 18:00:16 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","In a country where most Americans can't even manage a savings account, we'll be in charge of our own Medicare.  https://t.co/eZMqrWxX0c","","","","http://nymag.com/daily/intelligencer/2016/11/paul-ryan-says-medicare-privatization-is-on.html"
"797132214240616448","","","2016-11-11 17:41:44 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","Welp, it was fun while it lasted, America

This is the guy behind the “Papers, please!” law, and he’s going national
https://t.co/rc0vC4cFXs","","","","http://www.kansas.com/news/politics-government/article113765158.html"
"797111535608791041","796456486000087041","599817378","2016-11-11 16:19:34 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@ScottMGreer Yeah, progress is super tough on racist assholes. So happy to hear your struggle is over.","","","",""
"797110519102455808","","","2016-11-11 16:15:32 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hopefully, Twitter will implode before he gets his hands on the @POTUS account. https://t.co/1KCprpKrgU","","","","https://twitter.com/jimmylittle/status/797110519102455808/photo/1"
"796988330764185600","","","2016-11-11 08:10:00 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","Guys, if nothing else, it was an honor to participate in the election of our final President.","","","",""
"796912019353923589","","","2016-11-11 03:06:45 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","If you keep telling me your god chose Trump, you either have to admit your god makes mistakes, or that your god chose Obama, too.","","","",""
"796910226964291584","","","2016-11-11 02:59:38 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Colbert is always better at political talk than pop culture. 
https://t.co/NFOL5DhGGt","","","","https://m.youtube.com/watch?v=yXhFGO8R7aU"
"796906786070503424","","","2016-11-11 02:45:58 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Leonard Cohen. Prophetic, and decided to leave at a good time.

https://t.co/vHM1BFZteM","","","","https://m.youtube.com/watch?v=Lin-a2lTelg"
"796904884259799040","796900400028860416","636923","2016-11-11 02:38:24 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@siracusa it's OK. Some of the menus will go 4K on the PS Premiere, but you'll have to wait for the PlayStation Bolt to get all the menus.","","","",""
"796904166283046912","","","2016-11-11 02:35:33 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","We will live in a world where the President hates the first amendment and tells us about it on Twitter. 

https://t.co/bbynOC4Xhs","","","","https://twitter.com/realDonaldTrump/status/796900183955095552"
"796860214393745408","","","2016-11-10 23:40:54 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Someday, guys, we'll sit in our high-rise compound in downtown Amerussia and laugh about the days we had to make decisions for ourselves.","","","",""
"796821117478416388","796810774605922304","175971217","2016-11-10 21:05:33 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@CLIFFGATOR1962 be nice.","","","",""
"796820938020962304","796815660106051584","4917046814","2016-11-10 21:04:50 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@bengefb you seem like a polite, reasonable, logical person.","","","",""
"796813615433060352","796813282829094913","4917046814","2016-11-10 20:35:44 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","@bengefb @THEHermanCain you’re only supposed to use “lol” if something is funny.

I wasn’t whining, I was pointing out blatant hypocrisy.","","","",""
"796803667621879809","796803407029960704","28587919","2016-11-10 19:56:12 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@THEHermanCain should we all start tweeting images of stuff Trump got wrong?

We'd break the internet.","","","",""
"796799427683840000","","","2016-11-10 19:39:22 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Serious question I don't have time to google:
If marijuana has become legal, does your state release everyone who is in jail for possession?","","","",""
"796747753577594880","","","2016-11-10 16:14:01 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","The last two times Repubs elected a president they’d “like to have a beer with” we ended up with a president who doesn’t drink.

#research","","","",""
"796745504847630336","796742387812986880","21829541","2016-11-10 16:05:05 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","@NRA nearly half?  That’s still losing.","","","",""
"796745232670801920","","","2016-11-10 16:04:00 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","RT @mb: We can prevent elections like this one in the future by enacting a national popular vote. 10 states have signed: https://t.co/KJDJH…","796742421208068097","5107","2016-11-10 15:52:50 +0000","http://www.nationalpopularvote.com"
"796581316292579328","","","2016-11-10 05:12:40 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","It wasn't Trump who won. It was Hillary who lost.

Trump had fewer votes than McCain or Romney. H underperformed Obama. Turnout matters. https://t.co/DYekEXhFo0","","","","https://twitter.com/jimmylittle/status/796581316292579328/photo/1"
"796567122017062913","","","2016-11-10 04:16:16 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","This is just as stupid as when Texas tried it.

At least “Texit” rolls off the tongue.

 https://t.co/L3e6GUaYHo","","","","http://www.yescalifornia.org/"
"796513043500957696","","","2016-11-10 00:41:22 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","If nothing else, Trump has pulled Repubs out of their ultra-conservative religious fever dream.

No ?'s about personal faith in the debates.","","","",""
"796505366355918848","","","2016-11-10 00:10:52 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Even in these weird times,  can we try to enjoy the irony of the guy complaining about a rigged election winning with the second most votes?","","","",""
"796471430930010112","","","2016-11-09 21:56:01 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","I was going to give it a couple days to sink in, but Trump is already proving his presidency may be a disaster.

https://t.co/4qgNZEO1DX","","","","https://www.scientificamerican.com/article/trump-picks-top-climate-skeptic-to-lead-epa-transition/"
"796466642335121408","796461711255621633","18774059","2016-11-09 21:36:59 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@hrbrt I love the irony, as well.  No details listed.","","","",""
"796466228541820928","796452417617264640","7858982","2016-11-09 21:35:21 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@MacSparky yesterday, I couldn't type a capital ""O"" on my Mac.  Lower case worked fine. Restart fixed it.

Weird ""shift"" issue, I guess...","","","",""
"796449459102044160","","","2016-11-09 20:28:43 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @EthanLDN: So the final numbers for #ElectionDay are:

231,556,622 eligible voters

46.9% didn't vote
25.6% voted Clinton
25.5% voted Tr…","796392497626882048","177604404","2016-11-09 16:42:22 +0000",""
"796437598856093696","","","2016-11-09 19:41:35 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @viticci: Italian politicians praising the outcome of the U.S. elections make me sick. I'm afraid we're next, and I feel fucking disgust…","796432788694171651","20904050","2016-11-09 19:22:28 +0000",""
"796390003756568577","","","2016-11-09 16:32:27 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","If you voted Trump and have a gay family member, you should hug them and apologize. 

Their life may drastically change in the next year.","","","",""
"796389213759356929","","","2016-11-09 16:29:19 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I mm beginning to not like this Electoral College system. https://t.co/2Yfp51ZGVe","","","","https://twitter.com/jimmylittle/status/796389213759356929/photo/1"
"796384270373687297","","","2016-11-09 16:09:40 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I take a little comfort in knowing all three states I've called ""home"" in my life all went Blue last night.","","","",""
"796375379875217408","796340133016535040","33423","2016-11-09 15:34:21 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@gruber nope, @SenWarren 2020.","","","",""
"796375065256292352","796342337307865088","202062968","2016-11-09 15:33:06 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@Badass_John @THErealDVORAK @K_A_DD not crying, and the majority didn't vote for him, just the electoral college. 

Also, it's plurality. https://t.co/oHoMty4xtv","","","","https://twitter.com/jimmylittle/status/796375065256292352/photo/1"
"796297523941904384","796296964413362177","14326840","2016-11-09 10:24:58 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@THErealDVORAK @K_A_DD I just don't see how pointing out actual facts makes one a ""hater""

Don't get sucked into your own bubble, Mr. D.","","","",""
"796297151961710593","796296964413362177","14326840","2016-11-09 10:23:30 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@THErealDVORAK @K_A_DD doesn't matter who I wanted. I know who I did t want, though.","","","",""
"796295763156299776","","","2016-11-09 10:17:59 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","Welp, Florida, you gave us Bush and $3 trillion in wars, now you gave us Trump with $3 trillion in tax debt. 

You can go now.","","","",""
"796295194379317258","","","2016-11-09 10:15:43 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","Unrelated:

Anyone got a coupon code for Rosetta Stone Russian edition?","","","",""
"796290963790446593","","","2016-11-09 09:58:54 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","Serious question:if Trump is convicted of racketeering in the case next month and  becomes a felon,he can’t be prez
Is Pence the legal next?","","","",""
"796290412063268864","796289295283814400","474458232","2016-11-09 09:56:43 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","@Gator9358 @THErealDVORAK @K_A_DD I know the rape case is out. He’s still got a few hundred to settle before January.","","","",""
"796290171536699392","","","2016-11-09 09:55:45 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","If I prayed, I’d be praying for the health of every Supreme Court justice to make it through at least the next two years. 

Scary stuff.","","","",""
"796289105839595520","796288749713752064","14326840","2016-11-09 09:51:31 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","@THErealDVORAK @K_A_DD by “haters” I’m assuming you mean “logical people who see the terror of a President Trump”","","","",""
"796288670495948800","796288339179499524","15690771","2016-11-09 09:49:48 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","@elizaskinner just wait for Attorney General slash Hot Dog Eating Champion Chris Christie.","","","",""
"796288284376776708","","","2016-11-09 09:48:15 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","Hopefully President Tweetstorm can find calm in his oppression. 

Not confident, but hopeful.","","","",""
"796286499675197440","","","2016-11-09 09:41:10 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","Should I congratulate Julian Assange or James Comey for the victory?

Not sure yet.","","","",""
"796268427795001344","","","2016-11-09 08:29:21 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","President Trump is not my choice, but we need to give him a chance

If he fails, we can always change the Senate and House in 2018

Wait....","","","",""
"796267168463605760","","","2016-11-09 08:24:21 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","I hope you love your super warm winters.

They’ll only get warmer now.","","","",""
"796266516119330816","","","2016-11-09 08:21:46 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","I can’t wait to see what President Trump’s policies are.

You realize he hasn’t told us yet, right?","","","",""
"796265447746211844","","","2016-11-09 08:17:31 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","All of this. https://t.co/RclUhl2ydw","","","","https://twitter.com/JohnFugelsang/status/796249384447016960"
"796265131076296704","","","2016-11-09 08:16:15 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","Our last First Lady caught shit for wearing a sleeveless dress. 

Our next First Lady is a nude model. 

#evangelicals?","","","",""
"796261006745837571","","","2016-11-09 07:59:52 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","All right,President Trump. If you’re not impeached by January, I’ll give you a shot because I’m an American who will support my president.","","","",""
"796260593799835649","","","2016-11-09 07:58:14 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","Guys. It’s a historic moment

We just elected a Reality Show host with no experience who likes to grab pussy as our president. 

Congrats","","","",""
"796258574234062848","","","2016-11-09 07:50:12 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","The red hat is the new white hood. 

HatTip:@AnnaJean_N","","","",""
"796258045835681792","","","2016-11-09 07:48:06 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","So, if the democrat minority holds up the Supreme Court for a few years, that’s still cool, right?","","","",""
"796257753756934146","","","2016-11-09 07:46:56 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","All right Republicans. 

Fix it like you promised. 

Whatever “it” is.","","","",""
"796254924073877504","","","2016-11-09 07:35:42 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","If you’re a Hillary supporter who thought you didn’t need to vote, or a Trump worrier who thought you didn’t need to vote…. 

Happy now?","","","",""
"796252542841724928","","","2016-11-09 07:26:14 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","If Donald wins, I hope Giuliani and Christie are not in the picture.","","","",""
"796250760468041732","","","2016-11-09 07:19:09 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","I hope you hate being a respected world power. It will all be gone in a few months.","","","",""
"796250592800743426","","","2016-11-09 07:18:29 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","I hope you hate being the most powerful country in the world. It will all be gone in a few months.","","","",""
"796250376756310016","","","2016-11-09 07:17:38 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","I hope you hate equal pay for women. It will all be gone in a few months.","","","",""
"796250033637031937","","","2016-11-09 07:16:16 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","I hope you really hate immigrants. They will all be gone in a few months.","","","",""
"796249892163231744","","","2016-11-09 07:15:42 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","I hope you hate clean air. It’ll all be gone in a few months.","","","",""
"796249670796226560","","","2016-11-09 07:14:49 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","I hope you really hate marriage equality. It’ll all be gone in a few months.","","","",""
"796249409520439296","","","2016-11-09 07:13:47 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","I hope you really hate health insurance. It will all be gone in a few months.","","","",""
"796248424215560192","","","2016-11-09 07:09:52 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","Remember that time lying about emails was really bad?

Welcome President Reality Show. Enjoy the ride.","","","",""
"796245862099714048","","","2016-11-09 06:59:41 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","America, if you vote President Reality Show in, I’ll accept it, but I won’t enjoy the slip-n-slide into world power oblivion.","","","",""
"796233295340015618","","","2016-11-09 06:09:45 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","So, now that Donald’s winning, does that mean the system’s not rigged anymore, or is it still rigged?","","","",""
"796230163918770176","","","2016-11-09 05:57:18 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","No matter who wins tonight, expect a shit ton of lawsuits in the next few weeks.","","","",""
"796229389641879552","796228181904617472","18971872","2016-11-09 05:54:14 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","@AnnaJean_N can I steal that one?  I’ll credit you.  😪😥","","","",""
"796227553811775489","","","2016-11-09 05:46:56 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","If Donald wins, all we'll need is those hats to make America great again in 4 years, right?","","","",""
"796214303518912512","","","2016-11-09 04:54:17 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","I wonder if Bernie would be doing this poorly. 

Spoiler: no. 

#StillWithHerButHolyFuckingShit","","","",""
"796212163132039169","","","2016-11-09 04:45:47 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","I really hope California’s weed measure passses, because I may need it…

#election2016","","","",""
"796209935180627969","","","2016-11-09 04:36:56 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @jeffjarvis: Fuck. Fuck. Fuck. Fuck. Fuck.","796209477343182848","11435642","2016-11-09 04:35:06 +0000",""
"796188741530316801","","","2016-11-09 03:12:43 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @marcoarment: The British warned us.

No way, we said.","796181077089980417","14231571","2016-11-09 02:42:15 +0000",""
"796179551101415425","","","2016-11-09 02:36:11 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","RT @RachelleLefevre: The numbers don't lie: If you voted for Gary Johnson or Jill Stein, you voted for Trump. You were told. Don't ever tel…","796176120236232704","28830707","2016-11-09 02:22:33 +0000",""
"796178912870965251","","","2016-11-09 02:33:39 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","I felt left out not wearing a pantsuit in support, then I realized that for men, a pantsuit is just a suit.

#election2016","","","",""
"796175212890832896","","","2016-11-09 02:18:57 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Get your shit together, @NBCNews https://t.co/Hh8GS3eywS","","","","https://twitter.com/jimmylittle/status/796175212890832896/photo/1"
"796174034744422401","796171942713761792","14231571","2016-11-09 02:14:16 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@marcoarment Elections are my Olympics. 

If the Olympics weren't so fucking boring.","","","",""
"796170490624675841","","","2016-11-09 02:00:11 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","So, how long do I have to wait after the election until it’s OK to wear my red trucker hat again?
.

#MakeRedHatsGreatAgain
.
#election2016","","","",""
"796097746469928960","","","2016-11-08 21:11:08 +0000","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","I'm not an Eric Trump fan, I think he looks like an extra from Wall Street 
But this is undeserved &amp; a stupid story. https://t.co/tQ2vMVszaC","","","","http://www.thedailybeast.com/cheats/2016/11/08/eric-trump-s-ballot-pic-reported-to-boe.html?via=mobile&source=copyurl"
"796043264205852673","796037929101463552","14326840","2016-11-08 17:34:38 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@THErealDVORAK to pay off campaign debt. they not only money-grab for themselves, but their whole party.

Lotta down-ballot folks need $$","","","",""
"796029429944172544","796027239594795008","13019452","2016-11-08 16:39:40 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","Done.  #vote https://t.co/D5xoLDfnly","","","","https://twitter.com/jimmylittle/status/796029429944172544/photo/1"
"796027239594795008","796026564299214849","13019452","2016-11-08 16:30:58 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","We’re good 👍Machine is taking ballots and I assume counting them. 

Only 40 ppl here. It’s gonna be a mess when the crowd hits later. 
#vote","","","",""
"796026564299214849","796024408108240897","13019452","2016-11-08 16:28:17 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","Ballot counter machine up and running, but nobody knows how to use it

At least nobody is in charge here, so I guess that’s democracy?
#vote","","","",""
"796024408108240897","796021957611245568","13019452","2016-11-08 16:19:42 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","Update. They don’t have the power cord for the counting machine. 

Democracy at work. 

#mailInBallot #vote","","","",""
"796021957611245568","","","2016-11-08 16:09:58 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","Machine is finally here. An hour and 8 minutes late. 

Strong work on the modern equipment, California. https://t.co/IH1JWCCRRr","","","","https://twitter.com/jimmylittle/status/796021957611245568/photo/1"
"796010234485428224","","","2016-11-08 15:23:23 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","At the polling place. Only 15 people in front of me, I got here early.
Still waiting on the machines, which are stuck in traffic.

So LA.","","","",""
"795877220052930560","795872400730681344","3496641","2016-11-08 06:34:50 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","@reckless #adapterlife..🤓

https://t.co/yQx4bWyqsS","","","","http://www.cocktailsandcoffee.com/writing/donglegate/"
"795859413747646464","","","2016-11-08 05:24:05 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","Guys, we should totally vote for Donald because he’s all for American jobs. https://t.co/2Vf8DY72X0","","","","https://twitter.com/jimmylittle/status/795859413747646464/photo/1"
"795855542811955200","","","2016-11-08 05:08:42 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","It’s election eve, you know what that means!

Yep. Bailey’s and Kahlúa in my post-workout protein shake.

#America","","","",""
"795828046318030848","","","2016-11-08 03:19:26 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Yep, Siri still sucks at a lot of things. 

Step It Up, Siri | Cocktails &amp; Coffee https://t.co/0XR8gWk1Nm","","","","http://www.cocktailsandcoffee.com/writing/step-it-up-siri/"
"795708812510380032","795576991844069377","28199470","2016-11-07 19:25:39 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@casetwin @SarahPalinUSA 
Trump is us vs. them in every speech. 
Us vs. Mexicans
Us vs. Muslims
Us vs. MidEast
Us vs. gov't

Work together.","","","",""
"795515803151933440","795476990719590400","65493023","2016-11-07 06:38:42 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@SarahPalinUSA divide and conquer has been Donald's game all along. 

Way to fall in line.","","","",""
"795501711926267904","","","2016-11-07 05:42:42 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","If you complain they're running negative ads, and those ads are only clips of your candidate talking

Maybe your candidate is negative.","","","",""
